title,author,image,desc,download_link,pages,publisher,year,language,file
Modelling the Wireless Propagation Channel: A simulation approach with Matlab (Wireless Communications and Mobile Computing),Fernando Perez Fontan,https://covers.zlibcdn2.com/covers100/books/59/fe/c3/59fec3a199eff88fb03c10848c413454.jpg,"
                    A practical tool for propagation channel modeling with MATLAB® simulations.Many books on wireless propagation channel provide a highly theoretical coverage, which for some interested readers, may be difficult to follow. This book takes a very practical approach by introducing the theory in each chapter first, and then carrying out simulations showing how exactly put the theory into practice. The resulting plots are analyzed and commented for clarity, and conclusions are drawn and explained from the obtained results.Key features include:A unique approach to propagation channel modeling with accompanying MATLAB® simulations to demonstrate the theory in practiceContains step by step commentary and analysis of the obtained simulation results in order to provide a comprehensive and structured learning toolCovers a wide range of topics including shadowing effects, coverage and interference, Multipath Narrowband channel, Multipath Wideband channel, propagation in micro and pico-cells, the land mobile satellite (LMS) channel, the directional Multipath channel and MIMO and propagation effects in fixed radio links (terrestrial and satellite)The book comes with an accompanying website that contains the MATLAB® simulations and allows readers to try them out themselvesWell suited for lab-use, as reference and as a self-learning tool both for advanced students and professionalsModeling the Wireless Propagation Channel: A simulation approach with MATLAB® will be best suited for postgraduate (Masters and PhD) students and practicing engineers in telecommunications and electrical engineering fields, who are seeking to familiarise themselves with the topic without too many formulas. The book will also be of interest to network engineers, system engineers and researchers                ",https://1lib.in/dl/862904/6f4b7e,268,,2008,english,"PDF, 7.61 MB"
"JavaScript JSON Cookbook: Over 80 recipes to make the most of JSON in your desktop, server, web, and mobile applications",Ray Rischpater,https://covers.zlibcdn2.com/covers100/books/2e/33/34/2e3334789649fd2ef57c613fe1732118.jpg,"
                    JSON (JavaScript Object Notation) is a lightweight text-based data interchange format used to create objects to transfer data over the Internet. It's widely used today by common web applications, as well as mobile applications.  This book gives you clear ways that you can exchange objects using JSON, regardless of whether you're developing a web or traditional networked application. You'll start with a brief refresher on JSON and JavaScript syntax and read and write on the client and server. Then, you'll learn how to use JSON in simple AJAX applications using AngularJS and jQuery. Next, you will learn how to exchange objects with databases using MongoDB and CouchDB. You'll also explore how to use JSON in a type-safe manner, writing programs that have fewer bugs.                ",https://1lib.in/dl/2735201/143c31,192,Packt Publishing,2015,english,"PDF, 8.65 MB"
Cloud and Fog Computing in 5G Mobile Networks: Emerging Advances and Applications,Evangelos Markakis,https://covers.zlibcdn2.com/covers100/books/d5/32/56/d53256fce2759d547032d656a05d5a46.jpg,"
                    Now diffused among end-user devices in mobile and wireline networks, the ""cloud"" is becoming the ""fog."" This book focuses on the challenges and solutions related to cloud and fog computing for 5G mobile networks and presents novel approaches to the frameworks and schemes that carry out storage, communication, computation, and control in the fog/cloud paradigm. These novel approaches support the Internet of Things (IoT), the efficient provision of heterogeneous 5G mobile services, and emerging applications over future wireless network architectures. Elaborating on the emerging mobile networking paradigms for the 2020 5G time frame, the book discusses recent and new developments, prompting future directions on the theories, practices, standards, and strategies related to 5G mobile. It also presents new connectivity services that are highly scalable and programmable, and it highlights recent developments related to 5G mobile systems.Topics covered include:* Network storage* Internet of Things (IoT)* Heterogeneous 5G mobile services* 5G green mobile networks* Cloudlet-based architectures in mobile cloud computing environments* Software-defined networking (SDN) and network functions virtualization (NFV)* FOG-enabled navigation system* FIWARE and IoT technologies* Real time video distribution* Hybrid resource sharing* Energy efficiency in cognitive radio networks* Edge computing in future 5G mobile networks* Virtual network functions over cloud infrastructures                ",https://1lib.in/dl/3418776/2a8ed1,440,The Institution of Engineering and Technology,2017,english,"PDF, 9.90 MB"
Mobile First  ,Luke Wroblewski,https://covers.zlibcdn2.com/covers100/books/79/9f/a8/799fa862f97cde69667fd16c0b4e66d3.jpg,"
                    Our industry’s long wait for the complete, strategic guide to mobile web design is finally over. Former Yahoo! design architect and co-creator of Bagcheck Luke Wroblewski knows more about mobile experience than the rest of us, and packs all he knows into this entertaining, to-the-point guidebook. Its data-driven strategies and battle tested techniques will make you a master of mobile—and improve your non-mobile design, too!                ",https://1lib.in/dl/1190933/034323,123,A Book Apart,2011,english,"PDF, 18.69 MB"
"HTML, CSS, and JavaScript Mobile Development For Dummies  ",William Harrel,https://covers.zlibcdn2.com/covers100/books/3c/a3/d5/3ca3d5ed4b2653d90295ab7606d7f602.jpg,,,,For Dummies,2011,english,"PDF, 19.10 MB"
"Woodworking Wisdom & Know-How  Everything You Need to Design, Build and Create",Josh Leventhal (compiler),https://covers.zlibcdn2.com/covers100/books/28/34/1b/28341b87bbc680630e1766e3a8f662f0.jpg,,https://1lib.in/dl/2490877/253297,1891,Black Dog & Leventhal,2014,english,"PDF, 85.47 MB"
Compiler Design in C,Allen I. Holub,https://covers.zlibcdn2.com/covers100/books/99/bf/38/99bf38900b8c23d0c27aae498fae4115.jpg,"
Introduces the basics of compiler design, concentrating on the second pass (in a typical four-pass compiler), consisting of a lexical analyzer, parser, and a code generator. Uses the C language. Appropriate for compiler courses in CS departments. ",https://1lib.in/dl/2517194/a3842f,924,Prentice-Hall,1990,english,"PDF, 18.26 MB"
The compiler design handbook: optimizations and machine code generation,Y.N. Srikant,https://covers.zlibcdn2.com/covers100/books/52/d5/e7/52d5e70771df72e3602749ef8f81da8b.jpg,"
                    Today’s embedded devices and sensor networks are becoming more and more sophisticated, requiring more efficient and highly flexible compilers. Engineers are discovering that many of the compilers in use today are ill-suited to meet the demands of more advanced computer architectures.  Updated to include the latest techniques, The Compiler Design Handbook, Second Edition  offers a unique opportunity for designers and researchers to update their knowledge, refine their skills, and prepare for emerging innovations. The completely revised handbook includes 14 new chapters addressing topics such as worst case execution time estimation, garbage collection, and energy aware compilation. The editors take special care to consider the growing proliferation of embedded devices, as well as the need for efficient techniques to debug faulty code. New contributors provide additional insight to chapters on register allocation, software pipelining, instruction scheduling, and type systems. Written by top researchers and designers from around the world, The Compiler Design Handbook, Second Edition  gives designers the opportunity to incorporate and develop innovative techniques for optimization and code generation.                ",https://1lib.in/dl/541093/27e7bf,786,CRC Press,2007,english,"PDF, 9.23 MB"
 Introduction to Compiler Design,Torben Ægidius Mogensen (auth.),https://covers.zlibcdn2.com/covers100/books/d1/0f/a6/d10fa65bfa256b7befde38d9955ccfe8.jpg,"
The second edition of this textbook has been fully revised and adds material about loop optimisation, function call optimisation and dataflow analysis. It presents techniques for making realistic compilers for simple programming languages, using techniques that are close to those used in ""real"" compilers, albeit in places slightly simplified for presentation purposes. All phases required for translating a high-level language to symbolic machine language are covered, including lexing, parsing, type checking, intermediate-code generation, machine-code generation, register allocation and optimisation, interpretation is covered briefly. Aiming to be neutral with respect to implementation languages, algorithms are presented in pseudo-code rather than in any specific programming language, but suggestions are in many cases given for how these can be realised in different language flavours.Introduction to Compiler Design is intended for an introductory course in compiler design, suitable for both undergraduate and graduate courses depending on which chapters are used. ",https://1lib.in/dl/3395219/43bd2b,273,Springer International Publishing,2017,english,"PDF, 6.77 MB"
Advanced Compiler Design and Implementation,Steven S. Muchnick,https://covers.zlibcdn2.com/covers100/books/97/35/d3/9735d30b9577cfe1d022664a19d7a67a.jpg,"
                    This book takes on the challenges of contemporary languages and architectures, and prepares the reader for the new compiling problems that will inevitably arise in the future.                ",https://1lib.in/dl/2515038/2f8165,887,Morgan Kaufmann,1997,english,"PDF, 15.16 MB"
"1,000 Music Graphics: A compilation of packaging, posters, and other sound solutions",Stoltz Design,https://covers.zlibcdn2.com/covers100/books/8e/5e/8a/8e5e8abf88c8d1880981e5d4ce71515e.jpg,"
                    This book will offer designers a vast collection of inspiring and innovative graphic works from the world of music. The main emphasis will be on music graphics including album/CD covers and inside spreads, packaging, posters, and other sales materials from the past decade.  Music makes the world go round, and great album designs generate sales for the record companies that back the artists. By showing diverse album graphics from the last decade, designers get a glimpse into what makes or breaks album sales and just how risky the content can be before it goes too far. Many designers hope to break into the music business by way of design, and this collection will offer insight and inspiration for those venturing in. This book will be a compendium of all types of graphically appealing album art, covering all kinds of music and music developers.                ",https://1lib.in/dl/2282825/6941f1,320,Rockport Publishers,2008,english,"PDF, 132.07 MB"
Design and implementation of compiler,Singh R.,https://covers.zlibcdn2.com/covers100/books/09/68/74/0968747284c930bca40cf3383748638a.jpg,,https://1lib.in/dl/703521/6d8d2d,423,New Age International,2010,english,"PDF, 2.15 MB"
The compiler design handbook: optimizations and machine code generation,Y.N. Srikant,https://covers.zlibcdn2.com/covers100/books/67/49/6e/67496eae1ec05a2dab09712c1f476153.jpg,"
                    The widespread use of object-oriented languages and Internet security concerns are just the beginning. Add embedded systems, multiple memory banks, highly pipelined units operating in parallel, and a host of other advances and it becomes clear that current and future computer architectures pose immense challenges to compiler designers-challenges that already exceed the capabilities of traditional compilation techniques. The Compiler Design Handbook: Optimizations and Machine Code Generation is designed to help you meet those challenges. Written by top researchers and designers from around the world, it presents detailed, up-to-date discussions on virtually all aspects of compiler optimizations and code generation. It covers a wide range of advanced topics, focusing on contemporary architectures such as VLIW, superscalar, multiprocessor, and digital signal processing. It also includes detailed presentations that highlight the different techniques required for optimizing programs written in parallel and those written in object-oriented languages. Each chapter is self-contained, treats its topic in depth, and includes a section of future research directions.Compiler design has always been a highly specialized subject with a fine blend of intricate theory and difficult implementation. Yet compilers play an increasingly vital role in the quest for improved performance. With its careful attention to the most researched, difficult, and widely discussed topics in compiler design, The Compiler Design Handbook offers a unique opportunity for designers and researchers to update their knowledge, refine their skills, and prepare for future innovations.                ",https://1lib.in/dl/541092/098ee3,886,CRC Press,2002,english,"PDF, 5.73 MB"
LLVM essentials : become familiar with the LLVM infrastructure and start using LLVM libraries to design a compiler,Pandey,https://covers.zlibcdn2.com/covers100/books/71/e6/1e/71e61e36ea62e1f8eaab1dcd7dc35bfc.jpg,"
                    AnnotationBecome familiar with the LLVM infrastructure and start using LLVM libraries to design a compiler
About This Book Learn to use the LLVM libraries to emit intermediate representation (IR) from high-level language Build your own optimization pass for better code generation Understand AST generation and use it in a meaningful wayWho This Book Is ForThis book is intended for those who already know some of the concepts of compilers and want to quickly get familiar with the LLVM infrastructure and the rich set of libraries that it provides.What You Will Learn Get an introduction to LLVM modular design and LLVM tools Convert frontend code to LLVM IR Implement advanced LLVM IR paradigms Understand the LLVM IR Optimization Pass Manager infrastructure and write an optimization pass Absorb LLVM IR transformations Understand the steps involved in converting LLVM IR to Selection DAG Implement a custom target using the LLVM infrastructure Get a grasp of C's frontend clang, an AST dump, and static analysisIn DetailLLVM is currently the point of interest for many firms, and has a very active open source community. It provides us with a compiler infrastructure that can be used to write a compiler for a language. It provides us with a set of reusable libraries that can be used to optimize code, and a target-independent code generator to generate code for different backends. It also provides us with a lot of other utility tools that can be easily integrated into compiler projects.This book details how you can use the LLVM compiler infrastructure libraries effectively, and will enable you to design your own custom compiler with LLVM in a snap.We start with the basics, where you'll get to know all about LLVM. We then cover how you can use LLVM library calls to emit intermediate representation (IR) of simple and complex high-level language paradigms. Moving on, we show you how to implement optimizations at different levels, write an optimization pass, generate code that is independent of a target, and then map the code generated to a backend. The book also walks you through CLANG, IR to IR transformations, advanced IR block transformations, and target machines.By the end of this book, you'll be able to easily utilize the LLVM libraries in your own projects.Style and approachThis book deals with topics sequentially, increasing the difficulty level in a step-by-step approach. Each topic is explained with a detailed example, and screenshots are included to help you understand the examples.  Read more... ",https://1lib.in/dl/2744108/fbdb97,236,Packt Publishing,2015,english,"PDF, 1.42 MB"
Modern compiler design,Dick Grune,https://covers.zlibcdn2.com/covers100/books/1f/31/1e/1f311eec1b2027dba20c2eaf8240eb69.jpg,"
                    A compiler is one of the most vital parts of a computers system software, translating programs written in a high-level language into low-level commands that the machine can understand and execute. Most compiler design books focus only on techniques for imperative (or procedural) languages like C or Pascal, whereas Modern Compiler Design also covers compilation techniques for object-oriented, functional, logic and distributed languages. Features of the book include:A focus on essential traditional and advanced techniques common to all language paradigms, giving readers the skills required for modern compiler construction.Coverage of all the major programming language types - imperative, object-oriented, functional, logic and distributed languages.A practical emphasis on implementation and optimization techniques, including tools for automating compiler design.A strong intuitive style, illustrated by many practical examples.All the authors are experienced teachers and researchers in programming languages and their implementation and have acquired a wealth of experience in compiler construction for a variety of languages. This experience has also been reflected in previous texts on Programming Languages, Programming Distributed Systems and Parsing Techniques.                ",https://1lib.in/dl/437118/1aa5d9,753,Wiley,2000,english,"DJVU, 4.99 MB"
Compiler Design: Analysis and Transformation,Helmut Seidl,https://covers.zlibcdn2.com/covers100/books/f3/10/ec/f310ec506c8e056e329fd58e114fbe17.jpg,"
While compilers for high-level programming languages are large complex software systems, they have particular characteristics that differentiate them from other software systems. Their functionality is almost completely well-defined - ideally there exist complete precise descriptions of the source and target languages. Additional descriptions of the interfaces to the operating system, programming system and programming environment, and to other compilers and libraries are often available. The book deals with the optimization phase of compilers. In this phase, programs are transformed in order to increase their efficiency. To preserve the semantics of the programs in these transformations, the compiler has to meet the associated applicability conditions. These are checked using static analysis of the programs. In this book the authors systematically describe the analysis and transformation of imperative and functional programs. In addition to a detailed description of important efficiency-improving transformations, the book offers a concise introduction to the necessary concepts and methods, namely to operational semantics, lattices, and fixed-point algorithms.This book is intended for students of computer science. The book is supported throughout with examples, exercises and program fragments. ",https://1lib.in/dl/2065903/476d31,177,Springer-Verlag Berlin Heidelberg,2012,english,"PDF, 1.02 MB"
A Retargetable C Compiler Design and Implementation,Christopher W. Fraser  David R. Hanson,https://covers.zlibcdn2.com/covers100/books/ba/25/57/ba2557162e0bba86a7826e891272e78f.jpg,,https://1lib.in/dl/2372052/2c0495,578,The Benjamin/Cummings Publishing Company,1995,english,"PDF, 8.01 MB"
"Compiler Design, Fourth Edition",Kakde,https://covers.zlibcdn2.com/covers100/books/ca/e1/e9/cae1e9e7bd21d65671c48099fd271152.jpg,"
                    Includes many examples and algorithms to effectively explain various tools of compiler design, this book covers the numerous aspects of designing a language translator in depth, and is intended to be a basic resource in compiler design. --   Abstract:            Includes many examples and algorithms to effectively explain various tools of compiler design, this book covers the numerous aspects of designing a language translator in depth, and is intended to be a basic resource in compiler design                ",https://1lib.in/dl/4985454/a133ca,412,USP;Laxmi Publications,2014,english,"DJVU, 3.95 MB"
"Advanced ASIC chip synthesis: using Synopsys Design Compiler, Physical Compiler, and PrimeTime",Himanshu Bhatnagar,https://covers.zlibcdn2.com/covers100/books/06/7f/b3/067fb38837076ded23f30fb6e9d8bdd9.jpg,"
                    Advanced ASIC Chip Synthesis: Using Synopsys TM Design CompilerTM Physical CompilerTM and PrimeTime TM, Second Edition describes the advanced concepts and techniques used towards ASIC chip synthesis, physical synthesis, formal verification and static timing analysis, using the Synopsys suite of tools. In addition, the entire ASIC design flow methodology targeted for VDSM (Very-Deep-Sub-Micron) technologies is covered in detail.  The emphasis of this book is on real-time application of Synopsys tools, used to combat various problems seen at VDSM geometries. Readers will be exposed to an effective design methodology for handling complex, sub-micron ASIC designs. Significance is placed on HDL coding styles, synthesis and optimization, dynamic simulation, formal verification, DFT scan insertion, links to layout, physical synthesis, and static timing analysis. At each step, problems related to each phase of the design flow are identified, with solutions and work-around described in detail. In addition, crucial issues related to layout, which includes clock tree synthesis and back-end integration (links to layout) are also discussed at length. Furthermore, the book contains in-depth discussions on the basis of Synopsys technology libraries and HDL coding styles, targeted towards optimal synthesis solution.  Target audiences for this book are practicing ASIC design engineers and masters level students undertaking advanced VLSI courses on ASIC chip design and DFT techniques.                ",https://1lib.in/dl/553870/f702cf,355,Kluwer Academic,2002,english,"PDF, 15.23 MB"
Basics of Compiler Design: Anniversary edition,Singh V.,https://covers.zlibcdn2.com/covers100/books/ee/6e/f0/ee6ef0c5ff5bad1ebda0d71f4181826b.jpg,"
                    Amazon Digital Services, 2015. — 594 p. — ASIN: B010Y5UEIIThis book covers the following topics related to Compiler Design: Lexical Analysis, Syntax Analysis, Interpretation, Type Checking, Intermediate-Code Generation, Machine-Code Generation, Register Allocation, Function calls, Analysis and optimisation, Memory management and Bootstrapping a compiler.                ",https://1lib.in/dl/3293047/5f55d8,,,,english,"PDF, 1.74 MB"
Compiler Design,Renhard Wilhelm,https://covers.zlibcdn2.com/covers100/books/ac/c4/7a/acc47a832a5aa2e4d866f01f29e80893.jpg,"
                    This is the first book on compiler design that covers object-oriented, functional, and logic programming languages--as well as imperative languages. The theory of computer design is covered in depth, but the focus throughout is on tools and implementation techniques which will be of practical use to software developers.                ",https://1lib.in/dl/700740/e55e6a,312,Addison-Wesley Publishing Co,1995,english,"PDF, 26.40 MB"
Principles of Compiler Design : Express Learning,ITL Education Solutions Limited,https://covers.zlibcdn2.com/covers100/books/a6/17/26/a617268ef9bd969fa47bd28d0663728e.jpg,,https://1lib.in/dl/5443408/0dbc6a,,Pearson Education,2012,english,"PDF, 3.31 MB"
A Pictorial Record of the Qing Dynasty - Qing Dynasty Architecture,Compiled by Peking University Library,https://covers.zlibcdn2.com/covers100/books/7d/bb/c9/7dbbc9f09dea2aa6f6159dca94e3c912.jpg,"
                    This book is a compilation of 540 photographs and paintings of Qing Dynasty architecture that appeared in Western publications currently housed in the Peking University Library. The collection is categorized into 18 chapters, such as city walls and gates, pagodas, archways, guild houses, churches, streets, and bridges. These photographs and paintings present a visual introduction to the modes and styles of Chinese architecture built before and during the Qing Dynasty. Besides mirroring the various social upheavals in China during the late Qing Dynasty, the photographs also reflect the Sino Western cultural interactions and military encounters then. This is shown in photographs of armed foreign troops standing guard on the city walls of Nanjing and the triumphant parade of the German military motorcade along a street in Qingdao. In conclusion, this book is useful as a visual reference for researching the architectural evolution during the Qing Dynasty and also provides a fresh and multi-faceted perspective on China's political, social, cultural, and economic landscapes then.KEY FEATURES- The latest publication from the series, A Pictorial Record of the Qing Dynasty.- High print resolution: close examination of details on each photograph is enhanced with the high print resolution of the book.- Reader-friendly layout: single- or dual-picture layout on each page facilitates a fast browsing experience on printed and eBook formats.- Accompanying text: each photograph includes useful annotations such as, explanatory notes touching on specific architectural features, sources, dates of photography, and names of photographers.- Chapter overview: each chapter opens with a brief historical overview and introduction to the specific architecture.- Quotations from Western publications: interesting remarks on Qing Dynasty architecture are included from books written by Western historical figures, such as Osvald Siren, Matteo Ricci, and Hans Christian Andersen.                ",https://1lib.in/dl/833293/217b05,350,,2010,english,"PDF, 95.06 MB"
The Design and Construction of Compilers,Robin Hunter,https://covers.zlibcdn2.com/covers100/books/4e/05/be/4e05be9cf62a3ad6f169459f40258508.jpg,,https://1lib.in/dl/746981/20146b,283,Wiley,1982,english,"DJVU, 1.90 MB"
Project Oberon: The Design of an Operating System and Compiler (Acm Press Books),Niklaus Wirth,https://covers.zlibcdn2.com/covers100/books/27/22/26/27222625d7d1212a04e127ec4e95ca14.jpg,"
                    Project Oberon contains a definition of the Oberon Language and describes its relation to Modula-2 and the software tools developed with the system. This definitive, first-hand account of the design, development, and implementation of Oberon completes the Oberon trilogy.                ",https://1lib.in/dl/1267451/44a26e,441,Addison-Wesley Pub (Sd),1992,english,"PDF, 4.19 MB"
"Distributed Computing: Principles, Algorithms, and Systems",Ajay D. Kshemkalyani,https://covers.zlibcdn2.com/covers100/books/e0/b9/a0/e0b9a06c44a264596481bf62bd592796.jpg,"
                    Designing distributed computing systems is a complex process requiring a solid understanding of the design problems and the theoretical and practical aspects of their solutions. This comprehensive textbook covers the fundamental principles and models underlying the theory, algorithms and systems aspects of distributed computing. Broad and detailed coverage of the theory is balanced with practical systems-related issues such as mutual exclusion, deadlock detection, authentication, and failure recovery. Algorithms are carefully selected, lucidly presented, and described without complex proofs. Simple explanations and illustrations are used to elucidate the algorithms. Important emerging topics such as peer-to-peer networks and network security are also considered. With state-of-the-art algorithms, numerous illustrations, examples and homework problems, this textbook is suitable for advanced undergraduate and graduate students of electrical and computer engineering and computer science. Practitioners in data networking and sensor networks will also find this a valuable resource.                ",https://1lib.in/dl/437133/cf04c3,748,Cambridge University Press,2007,english,"PDF, 4.05 MB"
Database Internals: A deep-dive into how distributed data systems work,Alex Petrov,https://covers.zlibcdn2.com/covers100/books/b4/c0/e9/b4c0e9966dcaf74a08b5498dc632e5d5.jpg,"
                    When it comes to choosing, using, and maintaining a database, understanding its internals is essential. But with so many distributed databases and tools available today, it’s often difficult to understand what each one offers and how they differ. With this practical guide, Alex Petrov guides developers through the concepts behind modern database and storage engine internals.Throughout the book, you’ll explore relevant material gleaned from numerous books, papers, blog posts, and the source code of several open source databases. These resources are listed at the end of parts one and two. You’ll discover that the most significant distinctions among many modern databases reside in subsystems that determine how storage is organized and how data is distributed.This book examines:Storage engines: Explore storage classification and taxonomy, and dive into B-Tree-based and immutable log structured storage engines, with differences and use-cases for eachDistributed systems: Learn step-by-step how nodes and processes connect and build complex communication patterns, from UDP to reliable consensus protocolsDatabase clusters: Discover how to achieve consistent models for replicated data                ",https://1lib.in/dl/5256920/9eb84c,280,O’Reilly Media,2019,english,"EPUB, 7.69 MB"
"Designing Distributed Systems: Patterns and Paradigms for Scalable, Reliable Services",Brendan Burns,https://covers.zlibcdn2.com/covers100/books/e7/a1/c8/e7a1c8ef00cccaec3f84b3e9b0979b55.jpg,"
                    Developing reliable, scalable distributed systems today is often more black art than science. Building these systems is complicated and, because few formally established patterns are available for designing them, most of these systems end up looking very unique. This practical guide shows you how to use existing software design patterns for designing and building reliable distributed applications.Although patterns such as those developed more than 20 years ago by the Gang of Four were largely restricted to running on single machines, author Brendan Burns--a Partner Architect in Microsoft Azure--demonstrates how you can reuse several of them in modern distributed applications.Systems engineers and application developers will learn how these patterns provide a common language and framework for dramatically increasing the quality of your system.                ",https://1lib.in/dl/3598161/f7d296,165,O’Reilly Media,2018,english,"PDF, 6.60 MB"
Database Internals: A Deep-Dive into How Distributed Data Systems Work,Alex Petrov,https://covers.zlibcdn2.com/covers100/books/90/2b/a0/902ba0835e8e3e0262c236e3198e1ef5.jpg,"
                    When it comes to choosing, using, and maintaining a database, understanding its internals is essential. But with so many distributed databases and tools available today, it's often difficult to understand what each one offers and how they differ. With this practical guide, Alex Petrov guides developers through the concepts behind modern database and storage engine internals.Throughout the book, you'll explore relevant material gleaned from numerous books, papers, blog posts, and the source code of several open source databases. These resources are listed at the end of parts one and two. You'll discover that the most significant distinctions among many modern databases reside in subsystems that determine how storage is organized and how data is distributed.This book examines:• Storage engines: Explore storage classification and taxonomy, and dive into B-Tree-based and immutable Log Structured storage engines, with differences and use-cases for each• Storage building blocks: Learn how database files are organized to build efficient storage, using auxiliary data structures such as Page Cache, Buffer Pool and Write-Ahead Log• Distributed systems: Learn step-by-step how nodes and processes connect and build complex communication patterns• Database clusters: Which consistency models are commonly used by modern databases and how distributed storage systems achieve consistencyAlex Petrov is a data infrastructure engineer, database and storage systems enthusiast, Apache Cassandra committer, and PMC member. How expertise is in storage, distributed systems, and algorithms. ",https://1lib.in/dl/5424546/3554e7,349,O'Reilly Media,2019,english,"PDF, 12.02 MB"
Distributed Systems,Maarten van Steen,https://covers.zlibcdn2.com/covers100/books/6f/16/b9/6f16b914b76912b21f363fcebeaba4d6.jpg,"
                    Version 3.0.1 

For this third edition of ""Distributed Systems,"" the material has been thoroughly revised and extended, integrating principles and paradigms into nine chapters: 1. Introduction 2. Architectures 3. Processes 4. Communication 5. Naming 6. Coordination 7. Replication 8. Fault tolerance 9. Security A separation has been made between basic material and more specific subjects. The latter have been organized into boxed sections, which may be skipped on first reading. To assist in understanding the more algorithmic parts, example programs in Python have been included. The examples in the book leave out many details for readability, but the complete code is available through the book's Website, hosted at www.distributed-systems.net. A personalized digital copy of the book is available for free, as well as a printed version through Amazon.com.                ",https://1lib.in/dl/3502700/465406,596,CreateSpace IPP,2017,english,"PDF, 36.95 MB"
Distributed Systems: Principles and Paradigms,Andrew S. Tanenbaum,https://covers.zlibcdn2.com/covers100/books/7a/f0/04/7af004c651f28f64e2fb3435a82513cb.jpg,"
                    Virtually every computing system today is part of a distributed system. Programmers, developers, and engineers need to understand the underlying principles and paradigms as well as the real-world application of those principles. Now, internationally renowned expert Andrew S. Tanenbaum – with colleague Martin van Steen – presents a complete introduction that identifies the seven key principles of distributed systems, with extensive examples of each.Adds a completely new chapter on architecture to address the principle of organizing distributed systems. Provides extensive new material on peer-to-peer systems, grid computing and Web services, virtualization, and application-level multicasting. Updates material on clock synchronization, data-centric consistency, object-based distributed systems, and file systems and Web systems coordination.For all developers, software engineers, and architects who need an in-depth understanding of distributed systems.                ",https://1lib.in/dl/3596689/9525ab,686,Pearson Prentice Hall,2006,english,"PDF, 9.26 MB"
Python Parallel Programming Cookbook: Over 70 recipes to solve challenges in multithreading and distributed system with Python 3,Giancarlo Zaccone,https://covers.zlibcdn2.com/covers100/books/af/50/75/af507502f6879b4b8689f1db495f02a4.jpg,"
                    Implement effective programming techniques in Python to build scalable software that saves time and memory

Key Features
• Design distributed computing systems and massive computational tasks coherently
• Learn practical recipes with concise explanations that address development pain points encountered while coding parallel programs
• Understand how to host your parallelized applications on the cloud

Book Description
Nowadays, it has become extremely important for programmers to understand the link between the software and the parallel nature of their hardware so that their programs run efficiently on computer architectures. Applications based on parallel programming are fast, robust, and easily scalable.
This updated edition features cutting-edge techniques for building effective concurrent applications in Python 3.7. The book introduces parallel programming architectures and covers the fundamental recipes for thread-based and process-based parallelism. You'll learn about mutex, semaphores, locks, queues exploiting the threading, and multiprocessing modules, all of which are basic tools to build parallel applications. Recipes on MPI programming will help you to synchronize processes using the fundamental message passing techniques with mpi4py. Furthermore, you'll get to grips with asynchronous programming and how to use the power of the GPU with PyCUDA and PyOpenCL frameworks. Finally, you'll explore how to design distributed computing systems with Celery and architect Python apps on the cloud using PythonAnywhere, Docker, and serverless applications.
By the end of this book, you will be confident in building concurrent and high-performing applications in Python.

What you will learn
• Synchronize multiple threads and processes to manage parallel tasks
• Use message passing techniques to establish communication between processes to build parallel applications
• Program your own GPU cards to address complex problems
• Manage computing entities to execute distributed computational task
• Write efficient programs by adopting the event-driven programming model
• Explore cloud technology with Django and Google App Engine
• Apply parallel programming techniques that can lead to performance improvements

Who this book is for
The Python Parallel Programming Cookbook is for software developers who are well-versed with Python and want to use parallel programming techniques to write powerful and efficient code. This book will help you master the basics and the advanced of parallel computing.                ",https://1lib.in/dl/5291163/ee15da,370,Packt Publishing,2019,english,"PDF, 6.27 MB"
Security engineering: a guide to building dependable distributed systems,Ross J. Anderson,https://covers.zlibcdn2.com/covers100/books/2f/a6/ac/2fa6ac60e7114ba3457ca8c11d792941.jpg,"
                    The world has changed radically since the first edition of this book was published in 2001. Spammers, virus writers, phishermen, money launderers, and spies now trade busily with each other in a lively online criminal economy and as they specialize, they get better. In this indispensable, fully updated guide, Ross Anderson reveals how to build systems that stay dependable whether faced with error or malice. Here s straight talk on critical topics such as technical engineering basics, types of attack, specialized protection mechanisms, security psychology, policy, and more.                ",https://1lib.in/dl/977831/b2f45d,1082,Wiley,2008,english,"PDF, 5.34 MB"
Distributed Systems: An Algorithmic Approach,Ghosh,https://covers.zlibcdn2.com/covers100/books/1d/5b/fc/1d5bfc783c4b616133f2a50af5a5f5d3.jpg,,https://1lib.in/dl/2533253/3d2441,554,CRC Press,2014,english,"PDF, 4.23 MB"
